,user_name,topic_ID,post_text
10,LiamSmith,1,Thank you for youre post. Found a lot usefull stuff there. Good luck with ure plans! Lets be all healthy and strong
11,RiversTrini,1,Good luck. Keep up your routine. The story is real. Dedication is the key to kicking Candida. I am going on my 14 month. It has been a struggle.
12,son_of_sun,1,"Thanks for sharing your story. I’ve been very curious about what a candida diet plan for a weightlifter would look like, specifically on best strategy to gain calories/mass and supplement intake. Are you aware of any scientific studies that exist based around this same topic? Taking in a high amount of carbs is frowned upon on this diet but I’d like to further understand the correlation between carb value and rigorous exercise output.As for pre-workout supplements, do you take any currently that are deemed ‘safe’ for the candida diet? Caffeine is something I would like to include but everything that I’ve read says to avoid it at first.Please share your updates on doctor’s visit, hope you’re recovering well."
13,Will,1,"I would not recommend any pre-workout supplements. The diet I’ve outlined above seems to be the cleanest route to go. Food should be enough to get you lean/bulked up. Just eat a ton of chicken. Like I said before, learn how to do a macro split and try the 45/35/25 split (45% protein, 35% carbs and 25% fats). Candida thrives on unhealthy carbs. If you’re eating healthy carbs, you’ll be fine.You can see my 3 month progress photo at http://xnizstudio.com/xniz.JPG . Before I started I was 200lbs and had no muscle and just a beer gut. Right now im out of the gym and fell off my diet so I’ve lost alot of my gains. I’m not quite 200lbs, but I went from 172 back up to 178-180ish.The reason is that, I’ve been seeing an ENT for my sinus issues. Apparently, the drugs I sniffed a few years ago caused some issues with my frontal sinuses. They are swollen shut and can’t drain properly based on the CT scan I had done.I’m waiting for confirmation on whether or not I’m going to have balloon sinuplasty to open them back up and have them drained/cleaned. Antibiotics aren’t working (obviously, my sinuses haven’t drained properly in 2 years).So.. if I can ever get my sinuses fixed up, I’ll be back to the gym and back on the protocol I listed above.Right now, I’m eating mostly chicken whenever I eat take out food and white rice. Either way, I’m hoping they can fix my sinuses because it feels like someone punched me in the face and my eyes keep swelling shut whenever I try to exercise.Good luck!"
14,Tubrik,1,"Will, do you mean that you cured the infection only through a strict diet? I fell better on a strict diet, I mean I don’t feel self-intoxication on that diet but very weak, lack of energy and losing weight. Whenever I try to introduce into my diet something like oats or wheat or any other whole food (with fiber) in about 40 mins I feel like a crap (I guess it’s time it takes for the food to reach the large intestine where I have my bad bugs)."
0,promo,2,"Hey everyone,Time to share my candida nightmare that is still presently going on.In mid April 2017, I crashed my motorbike in thailand, and was given antibiotics because of the road rash.I also had unprotected sex with my girlfriend during that month, which we later realized she had a yeast infection.I was peeing a lot like 15+ times a day and I thought I had a UTI which I’ve gotten many times previously.So i saw the doctor, and got more antibiotics, not knowing anything about candida, which of course made things worse.I had a constant urge to pee, and never felt that I got all the urine out. I then started trying different antibiotics, which made things worse again, as my penis testicles and anus got extremely red and itchy.At this point I was going insane, as no doctor had an answer for me, until I finally stumbled across candida online in august 2017. I went straight to the store and got some coconut oil and fluconazole and in 3 days my symptoms dissapeared!Then I had sex with my girlfriend thinking she was healed by now (i know im an idiot) and all the symptoms came right back. i was devastated and became extremely depressed.The fluconazole and coconut oil didn’t work anymore, and I didn’t know what to do. I tried bullshitting my way around different antifungals but never took it seriously, nor did I change my diet at all of many sugars and carbs.I finally decided to just live with it, as I couldn’t deal with the depression after each failed antifungal didn’t work.This went on for a few months, until december 2017 i started having stomach issues, light sensitity and i was having terrible diarrhea and fever for 3 days. I thought i got food poisoning, but after the initial sickness went away, the digestive symptoms and light sensitivty persisted.The doctors didn’t know what the problem was, and I went scouring online again and found out about leaky gut. And what causes it? Candida!I was furious. I was so done with this fucking thing ruining my life, that I went online and bought loads of candida and leaky gut supplements, figuring that If take a bunch at once, that it would have to work.Lo and behold, a week later after taking the supps, my symptoms were gone again. I continued taking the supps for another week just to be sure, and it looked like i was in the clear!After not being able to drink alcohol for so long, i started easing back into it and one night in late feb. 2018 i got way too drunk at the bar and ended up making out with a prostitute (i know, i’m the dumbest person ever).30 mins later I had a weird taste in my mouth and was spitting on the ground. i went home and the next morning i woke up and felt like death. naseau, fatigue, no appetite, fever, red throat, so i went back to the doctors got tested for stds came back negative, and was put on antibiotics due to an obvious bacterial infection I got.It took about 2 weeks and a few rounds of antibiotics to get rid of the initial sickness, but other symptoms then emerged.Now i have the frequent urination, freuquent mucous and swallowing, light sensitivity, brain bog, fatigue, skin rashes all over my body, a bunch of food sensitivities. i can only really eat meat and vegetables now without my symptoms worsening.I was depressed for a long time after seeing more doctors and not having an answer/ me not knowing what to do, until I finally realized it was probably the candida acting up again and i never fully killed it. So I knew I had to come back to the us and take care of this for good. I got the GI-Map Test and Organic Acids Test, and showed positive for salmonella, cholerae, bacillus, enterococcus, staph, step, proteus, fragilis, leaky gut, gluten sensitivity, and of course candida.It’s now july 2018, and ordered a bunch of new antimicrobial supps from a functional medicine doctor online and they should be arriving soon.This is really my last hope, as I have been taken to the brink. I know how insane this story is, and the crazy thing is i didn’t realize how insane i was for the longest time. The candida has been control of my mind since april 2017, and definitely the worst part of this whole disease. Every decision I’ve made, both with my health and other areas of my life has been wrong.I’ve ended up spending 10s of thousands of dollars on doctors, medicines, supplements, and countless hours depressed and laying in bed. I’ve had a rough life, but nothing even comes close to this year and almost one half nightmare.I’ll list all the supplements I have when they arrive, and please let me know if you guys have any tips and/or had experience getting rid of bacteria overgrowth alongside candida. Would also be great to talk someone privately who has gone something similar on pm, email, etc.I’m thankful a community like this exists, when I was too stupid to seek out help before. Hope everyone is doing well."
1,Wiley200,2,"That is a crazy story, well done for sharing and being so honest!My thoughts about bacterial and fungal infections is that there are a lot of commonalities when treating them. You need to boost your immune system by sleeping well and getting lots of healthy nutrition, you need to avoid junk food, and you need to take lots and lots of probiotics.My main advice would be to take probiotic supplements and as many probiotic foods as you can. Make sauerkraut at home – it’s so easy. Buy plain, probiotic yogurt. Get a good probiotic supplement. Start all this with low doses, then increase slowly. Nothing you do will be more effective at restoring long term balance in your gut and elsewhere.Good luck!"
2,sweetcandida,2,How about pure coconut water ?
3,doublek,2,"As suggested above, probiotics would be a good addition. Also, you have to take the antifungals for longer than a few weeks. Just because the symptoms are going away, it doesn’t mean you are cured. Also, look into taking some vitamins and minerals. I recommend vitamin d, biotin, zinc, copper, and magnesium."
4,WhiteTrash,2,"Seems like an ordeal!I can relate to some of your experience, but definitely not as dramatic or severe.What cut it for me for good: Nystatin powder.I had tried natural solutions, oregano oil, garlic, every supplement you can think of.Only a few weeks of Nystatin made me feel normal again.Fludan has a website, it’s eady to order from them"
5,promo,2,thanks for replies everyone.did you do the nystatin powder enema? I saw a post on that but the fludan site seems to be down. anywhere else i can get it?WhiteTrash wrote:thanks for replies everyone.did you do the nystatin powder enema? I saw a post on that but the fludan site seems to be down. anywhere else i can get it?thanks for replies everyone.did you do the nystatin powder enema? I saw a post on that but the fludan site seems to be down. anywhere else i can get it?
6,Lippygirl,2,"I have read that eating any fermented foods such as saurkraut, keffir, kambucha are not recommended if you have Candida as the fermentation mimmicks the candida. A fairly good test is the water test. Take a glass of water to bed and in the morning first thing spit into the glass. If the glob starts to run down the inside of the glass then candida is present, if the glob stays on the surface you have mild candida. Everyone has Candida, some are triggered through poor habits than others. Oxalates also weaken the stomach lining and cause leaky gut which Candida then takes advantage of. Steer clear of spinach cooked or war, potatoes, sweet potato, beetroot, chocolate, oranges, any berries, carrots other root veges and all nuts except macadamias, also no seeds or Tahini. Instead eat cabbage, lettuce or bokchoi corn, plenty of garlic, onion. Broccoli is ok in small amounts. Cauliflower is good, peas, green beans, there are a few lists on google that you can easily access. Stay with that, get rid of flour, sugar, dairy and pork. Then reassess in a months time. Also no beers maybe a little wine or spirits no mixers. Plenty of water 6-8 glasses of filtered water. This has been my experience. Also eat a lot of sprouts as they are apparently a prebiotic. You can eat some black beans, chickpeas of letntils but they do have some Oxalates so small amounts."
7,WhiteTrash,2,"promo wrote:thanks for replies everyone. did you do the nystatin powder enema? I saw a post on that but the fludan site seems to be down. anywhere else i can get it?WhiteTrash wrote:thanks for replies everyone. did you do the nystatin powder enema? I saw a post on that but the fludan site seems to be down. anywhere else i can get it?thanks for replies everyone. did you do the nystatin powder enema? I saw a post on that but the fludan site seems to be down. anywhere else i can get it?Fludan website is up and running perfectly, I just checked it 2 min ago"
8,promo,2,"ok i can see it now, thx man.for the enemas can i use something like this? https://www.amazon.com/gp/product/B01LYCAZI6or do i need the big ones with the tubes?"
0,Rob,3,"Hi everyoneI am so tantalisingly close to being fully cured that it feels like it’s just days away. After months of low carb, low grain, no dairy, no gluten, little alcohol, I have managed to get my candida levels down significantly. I’ve done this mostly through nystatin/curcumin enemas every day or every other day. Once I started to see noticeably less candida (at the start I was seeing 10-20 inch strings of fungus every day), I then introduced high dose probiotic and prebiotic sources into my diet and this has paid off massively. Over the course of only 2 weeks, I’ve worked my way up to 2 x tsp of lactulose twice per day as well as fiber supplements (acacia gum, larch arabinogalactan, psyllium husk, PHGG, resistant starch) 3 x per day in increasing doses and all of a sudden i’m having proper, brown, well formed bowel movements every day. This is in comparison to the yellow, mushy, cowpat style bowel movements that have plagued me for 7 years. This is no exaggeration. The change is unbelievable and there was a time I thought this wasn’t possible.The prebiotics are reshaping my gut bacteria, which are now proliferating and producing high amounts of lactic acid, butyrate and other short chain fatty acids. This is creating a more acidic environment in my gut favourable to good bacteria and disfavouring candida rhizomes that are now converting back into a harmless yeast form. My experience at the start of this phase was unsettling because the drastic change in your gut’s environment brings with it a number of unpleasant and uneasy symptoms similar to life with candida. Basically, prebiotics can make you temporarily more symptomatic, constipated, bloated, itchy, tingly etc. as this change takes place. It certainly doesn’t happen overnight.I think one of the most important things to take away from this experience and pass onto sufferers is that although you gradually feel better as you kill off candida in the initial kill phase, you’ll likely not reach a stage where you feel truly symptom-free until you boost the good gut bacteria sufficiently and fix the underlying dysbiosis. I suspect sufferers stay on the kill phase longer than necessary expecting to eventually wake up feeling symptom-free. In my experience, this is not the case. I think it’s only when you restore normal and healthy bacteria levels in the gut that your immune system fully restores and you reach a full and sustained cure with no symptoms."
1,onions,3,"Hi Rob,I have been following your posts with interest. How are your symptoms now?I have been using enemas for about three weeks but have not really progressed, did it take some time for you to progress?"
2,goldsvenicegirl,3,"Rob, can you please reply to me? I’m fascinated by what you wrote.Can u please xplain how you performed the nystatin enemas? I’m about to start them.Also, I agree that the sufferer (me) will probably not feel better until the new probiotics have been introduced as well. Simply killing off the candida probably isn’t enough. I haven’t taken Nystatin yet; I will get some from my doctor on Monday! Help me, please! I’ve also ordered probiotics and am expecting those in the mail as well."
0,TalAd,4,"Hi, I took a stool test about 2 weeks ago, and was diagnosed with the highest level of candida. Since then, I began the diet (diet only, without any supplements) and after very few days I’ve noticed that I no longer have itchy feet, and the fungus on my feet was almost gone. Is this possible? Also, my bad breath has improved a great deal in a few days. Another thing is I don’t crave sugars / cookies / pastries anymore. Not the way I used to before the diet. Could this be something else other than candida?"
0,doublek,5,"Hi everybody, I just recently joined, but have been reading other posts on this site for months. I’ve found a lot of useful information on this site and from other people’s posts, so I thought I’d share my story. Maybe someone else will find something I said useful and I welcome any feedback.This is a long story, so I’m going to split it into parts, so its easier to follow.Part 1 (backstory- before I realized I had a yeast problem) I don’t know when the yeast infection of my digestive track actually started, but my best guess is at least several years ago. I remember maybe four or five years ago, I had “brain fog” and trouble concentrating and went to the doctor. He did some blood work (I don’t remember exactly what he tested), results came back, and he basically told me nothing was wrong. He said, maybe you’re just stressed out. Well, I work two jobs, so I figured that was possible and just ignored the problem. Well, about a year ago, the problem got a lot worse. Everyday I didn’t feel good and started to have neurological problems (my fingers and toes would go numb, it would be especially bad in the morning when I first woke up). So I did some research on my own and the best explanation I could come up with is I had a B12 deficiency. So I went to the doctor (different doctor, I had moved since then). I discussed several possibilities with the doctor and we pretty much ruled out everything since the vitamin deficiency so he had me take some blood tests. The results came back that I was deficient in vitamin B12 (as I expected) and vitamin D. So I though all I have to do is take vitamins and the problem will be solved. I was wrong!Of course taking the vitamins helped, but not to the extent I would have liked. I also stopped drinking alcohol, thinking that would help, but it only had a minimal effect. About six months went by and I was still having some of the same symptoms I had before (although not quite as bad). At this point I started drinking again, although not that often (once or twice a week at most). That’s when things really went downhill. I developed some really bad digestive problems. They were particularly bad the day after I dank. I mean everyone has experience beer shits before, but this was ridiculous. I also constantly had gas coming out of both ends of me. I apologize for being so graphic, but I don’t how else to explain what was going on. So I did some more research to try to figure out what was wrong with me. I came to the conclusion that I had bacterial overgrowth in my intestine (aka SIBO). Not only does SIBO cause digestive problems, it also cause vitamin deficiencies and in particular deficiencies in vitamins b12 and D. Not wanting to go to the doctor and take drugs since I read they weren’t particularly effective anyway (also because at the time I didn’t have health insurance), I decided to try herbal remedies. And I again stopped drinking.Within weeks, I started to feel better. The diarrhea lessened, some of the bloating went away, and I was passing less gas. However, something was still not right and I was still burping a lot. So, I went back to the internet and did more research. I started to read about h plyori and it made sense to me that I also had that. So, I started to take black seed oil and mastic gum. They helped a lot, I finally stopped burping, my stomach felt better. I felt better than I had in months, maybe even years. But something still was not right. I still had bloating, my intestines were still making a lot of noise, and I still did not feel right mentally."
1,doublek,5,"Part 2 (I realized I had a yeast problem) Still not feeling right, I did some more research. I had previously come across information on candida, but had not really looked into it that much. It makes sense though that I would have a candida problem, it usually coexists with SIBO and H Pylori. I also looked in the mirror and saw that I had oral thrust. Actually I’ve had oral thrust for years, but didn’t really know what it was or think that is was that big of a deal. I just figured I had to clean better. Did I mention I had some periodontal problems last year and all this stuff is related?Anyway, at this point I started taking more coconut oil (I was already taking it before for bacteria, but had begun to phase it out) and went on a low-sugar, low-carb diet. As with the bacteria before this, things got worse before they got better since I had some bad die-off symptoms. That was almost two months ago. Since then I had added various herbs, digestive enzymes, minerals, etc. One of the most recent things I added was copper a few weeks ago. I got some of the worst die-off from that, but I’m glad I added it. I also just a few days ago added slippery elm because I was starting to get constipated (previously I never had this problem). It seems to be working. What I realized is that if you don’t go to the bathroom, the toxins build up and you feel horrible.I am not yet cured. I have bad days and I have good days, but overall I am feeling better. The digestive symptoms are minimal now. I only have a little gas and my bowel movements still have not returned to normal. Depending I the day, I sometimes still have bad headaches and I occasionally have numb fingers (but not everyday)."
